Extended Area Surcharge Listing
"EFFECTIVE JANUARY 5, 2004"

"An Extended Area Surcharge applies to UPS Worldwide Express Plus, "
"UPS Worldwide Express, and UPS Worldwide Expedited shipments to all"
the destinations and from certain origins listed in the following chart.

Locate the destination or origin country.  Locate the Postal Code or City.
"If the Postal Code or City is not listed, ""All Other Points"" applies."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column next to the"
"destination, a surcharge applies to your export shipment."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column AND "
"an asterisk is shown next to the origin, a surcharge applies to your import shipment."

"If a surcharge applies, add $20 or $.20 per pound (whichever is greater) to the ",,,
charges for your shipment.,,,

"Note: In the Extended Area Surcharge postal code listings for France, Guatemala, ",,,
"and Spain, some programs may drop the leading zeros.  For example, 6260 ",,,
should actually read as 06260.,,,

Destination,,,Extended Area
Country,Postal Codes,Cities,Surcharge

China,425200-425214,,Yes
China,425300-425316,,Yes
China,425400-425415,,Yes
China,425500-425514,,Yes
China,425600-425616,,Yes
China,425700-425712,,Yes
China,425800-425813,,Yes
China,425900-425917,,Yes
China,427100-427113,,Yes
China,427200-427234,,Yes
China,431800-431825,,Yes
China,432500-432515,,Yes
China,432800-432821,,Yes
China,432900-432919,,Yes
China,433300-433332,,Yes
China,434100-434112,,Yes
China,434300-434324,,Yes
China,435200-435249,,Yes
China,435300-435335,,Yes
China,435500-435521,,Yes
China,437200-437226,,Yes
China,437400-437435,,Yes
China,437500-437545,,Yes
China,437600-437652,,Yes
China,438000-438022,,Yes
China,438200-438225,,Yes
China,438400-438413,,Yes
China,438600-438639,,Yes
China,438700-438716,,Yes
China,441100-441139,,Yes
China,441600-441615,,Yes
China,441700-441725,,Yes
China,442100-442119,,Yes
China,442200-442239,,Yes
China,442300-442333,,Yes
China,442500-442533,,Yes
China,442600-442635,,Yes
China,443400-443418,,Yes
China,443500-443522,,Yes
China,443600-443625,,Yes
China,443700-443715,,Yes
China,444200-444213,,Yes
China,444300-444333,,Yes
China,445300-445312,,Yes
China,445500-445515,,Yes
China,445600-445615,,Yes
China,445700-445712,,Yes
China,445800-445813,,Yes
China,451450-451484,,Yes
China,453200-453244,,Yes
China,453300-453341,,Yes
China,453400-453442,,Yes
China,453500-453521,,Yes
China,453800-453836,,Yes
China,454350-454393,,Yes
China,454450-454493,,Yes
China,454850-454894,,Yes
China,454950-454991,,Yes
China,456250-456291,,Yes
China,456750-456792,,Yes
China,457300-457345,,Yes
China,457400-457411,,Yes
China,457500-457538,,Yes
China,457600-457633,,Yes
China,461200-461235,,Yes
China,461700-461714,,Yes
China,462300-462343,,Yes
China,462400-462416,,Yes
China,462600-462641,,Yes
China,463100-463146,,Yes
China,463200-463232,,Yes
China,463300-463344,,Yes
China,463400-463416,,Yes
China,463500-463549,,Yes
China,463600-463621,,Yes
China,463700-463746,,Yes
China,463800-463823,,Yes
China,463900-463944,,Yes
China,464200-464241,,Yes
China,464300-464363,,Yes
China,464400-464446,,Yes
China,465111-465150,,Yes
China,465211-465250,,Yes
China,465311-465350,,Yes
China,465422-465450,,Yes
China,465511-465550,,Yes
China,466100-466145,,Yes
China,466301-466337,,Yes
China,466700-466743,,Yes
China,467100-467144,,Yes
China,467200-467242,,Yes
China,467300-467347,,Yes
China,467400-467495,,Yes
China,471100-471144,,Yes
China,471200-471234,,Yes
China,471300-471342,,Yes
China,471400-471435,,Yes
China,471500-471545,,Yes
China,471600-471643,,Yes
China,471700-471741,,Yes
China,471800-471845,,Yes
China,472100-472143,,Yes
China,472200-472245,,Yes
China,472400-472445,,Yes
China,473200-473270,,Yes
China,473300-473317,,Yes
China,473400-473419,,Yes
China,473500-473565,,Yes
China,474250-474293,,Yes
China,474350-474374,,Yes
China,474450-474495,,Yes
China,474500-474598,,Yes
China,474650-474679,,Yes
China,474750-474790,,Yes
China,475200-475204,,Yes
China,475300-475318,,Yes
China,475400-475479,,Yes
China,475500-475516,,Yes
China,476200-476292,,Yes
China,476300-476346,,Yes
China,476400-476445,,Yes
China,476700-476743,,Yes
China,476800-476843,,Yes
China,476900-476943,,Yes
China,477150-477193,,Yes
China,477200-477297,,Yes
China,511600-511695,,Yes
China,511800-511895,,Yes
China,512100-512162,,Yes
China,512300-512332,,Yes
China,512500-512535,,Yes
China,512600-512639,,Yes
China,512700-512739,,Yes
China,513133-513146,,Yes
China,513227-513232,,Yes
China,513300-513334,,Yes
China,514100-514185,,Yes
China,514200-514269,,Yes
China,514300-514379,,Yes
China,514400-514479,,Yes
China,514600-514649,,Yes
China,514733-514798,,Yes
China,515200-515242,,Yes
China,515426-515438,,Yes
China,515500-515561,,Yes
China,515631-515657,,Yes
China,515711-515747,,Yes
China,515900-515920,,Yes
China,516127-516171,,Yes
China,516300-516369,,Yes
China,516800-516898,,Yes
China,517100-517157,,Yes
China,517200-517258,,Yes
China,517300-517393,,Yes
China,517400-517478,,Yes
China,517500-517583,,Yes
China,519101-519180,,Yes
China,524100-524155,,Yes
China,524300-524396,,Yes
China,525421-525448,,Yes
China,526300-526351,,Yes
China,526400-526456,,Yes
China,526500-526552,,Yes
China,526600-526655,,Yes
China,527100-527139,,Yes
China,527401-527439,,Yes
China,527522-527529,,Yes
China,529800-529828,,Yes
China,529931-529948,,Yes
China,530100-530116,,Yes
China,530200-530233,,Yes
China,530300-530325,,Yes
China,530400-530422,,Yes
China,530500-530512,,Yes
China,532100-532115,,Yes
China,532200-532209,,Yes
China,532300-532317,,Yes
China,532400-532415,,Yes
China,532500-532519,,Yes
China,532700-532715,,Yes
China,532800-532812,,Yes
China,533100-533109,,Yes
China,533200-533209,,Yes
China,533300-533321,,Yes
China,533400-533421,,Yes
China,533500-533511,,Yes
China,533600-533618,,Yes
China,533700-533718,,Yes
China,533800-533826,,Yes
China,533900-533912,,Yes
China,535300-535328,,Yes
China,535400-535429,,Yes
China,535500-535522,,Yes
China,536100-536138,,Yes
China,537300-537324,,Yes
China,537500-537522,,Yes
China,537600-537638,,Yes
China,537700-537726,,Yes
China,537800-537824,,Yes
China,541100-541113,,Yes
China,541200-541216,,Yes
China,541300-541317,,Yes
China,541400-541408,,Yes
China,541500-541522,,Yes
China,541600-541608,,Yes
China,541700-541712,,Yes
China,541800-541809,,Yes
China,541900-541908,,Yes
China,542400-542412,,Yes
China,542500-542513,,Yes
China,542600-542618,,Yes
China,542700-542711,,Yes
China,543100-543117,,Yes
China,543300-543321,,Yes
China,545100-545115,,Yes
China,545200-545219,,Yes
China,545300-545321,,Yes
China,545400-545414,,Yes
China,545500-545517,,Yes
China,545600-545627,,Yes
China,545700-545712,,Yes
China,545800-545812,,Yes
China,545900-545911,,Yes
China,546100-546134,,Yes
China,546200-546213,,Yes
China,546400-546417,,Yes
China,547100-547117,,Yes
China,547200-547221,,Yes
China,547300-547312,,Yes
China,547400-547409,,Yes
China,547500-547514,,Yes
China,550200-550217,,Yes
China,551100-551111,,Yes
China,551500-551522,,Yes
China,551600-551619,,Yes
China,551800-551811,,Yes
China,552100-552111,,Yes
China,552200-552206,,Yes
China,552300-552311,,Yes
China,552400-552407,,Yes
China,553007-553037,,Yes
China,553100-553115,,Yes
China,553200-553209,,Yes
China,553300-553313,,Yes
China,554000-554003,,Yes
China,554100-554115,,Yes
China,554200-554205,,Yes
China,554400-554409,,Yes
China,555100-555112,,Yes
China,555200-555213,,Yes
China,556100-556112,,Yes
China,556200-556204,,Yes
China,556300-556309,,Yes
China,556400-556407,,Yes
China,556500-556507,,Yes
China,556600-556612,,Yes
China,556700-556705,,Yes
China,557100-557106,,Yes
China,557200-557208,,Yes
China,557300-557323,,Yes
China,557400-557407,,Yes
China,557500-557506,,Yes
China,557600-557605,,Yes
China,557700-557707,,Yes
China,557800-557812,,Yes
China,561100-561116,,Yes
China,561200-561211,,Yes
China,561300-561308,,Yes
China,562100-562109,,Yes
China,563200-563218,,Yes
China,563300-563323,,Yes
China,563400-563422,,Yes
China,563500-563526,,Yes
China,564100-564111,,Yes
China,564200-564217,,Yes
China,564300-564313,,Yes
China,564400-564412,,Yes
China,564600-564622,,Yes
China,565100-565116,,Yes
China,565200-565216,,Yes
China,565300-565322,,Yes
China,571200-571236,,Yes
China,571600-571635,,Yes
China,571800-571837,,Yes
China,571900-571945,,Yes
China,572300-572323,,Yes
China,572400-572435,,Yes
China,572500-572542,,Yes
China,572700-572733,,Yes
China,572800-572829,,Yes
China,572900-572932,,Yes
China,573100,,Yes
China,578000,,Yes
China,610200-610222,,Yes
China,610400-610409,,Yes
China,610500-610513,,Yes
China,611130-611139,,Yes
China,611330-611346,,Yes
China,611430-611442,,Yes
China,611630-611639,,Yes
China,611730-611745,,Yes
China,613100-613109,,Yes
China,614100-614114,,Yes
China,614300-614308,,Yes
China,614400-614411,,Yes
China,614500-614507,,Yes
China,614600-614608,,Yes
China,617100-617115,,Yes
China,617200-617213,,Yes
China,618100-618122,,Yes
China,618500-618514,,Yes
China,620200-620205,,Yes
China,620360-620365,,Yes
China,620460-620464,,Yes
China,620500-620596,,Yes
China,620860-620868,,Yes
China,621100-621116,,Yes
China,621600-621609,,Yes
China,622150-622161,,Yes
China,622550-622565,,Yes
China,622650-622663,,Yes
China,622750-622759,,Yes
China,625100-625107,,Yes
China,625200-625204,,Yes
China,625300-625307,,Yes
China,625400-625409,,Yes
China,625500-625505,,Yes
China,625600-625606,,Yes
China,625700-625705,,Yes
China,628100-628115,,Yes
China,628200-628217,,Yes
China,628300-628317,,Yes
China,628400-628442,,Yes
China,629100-629137,,Yes
China,629200-629232,,Yes
China,629300-629311,,Yes
China,635000-635041,,Yes
China,635100-635121,,Yes
China,635200-635226,,Yes
China,636150-636169,,Yes
China,636250-636262,,Yes
China,636400-636481,,Yes
China,636600-636687,,Yes
China,636700-636788,,Yes
China,637200-637226,,Yes
China,637300-637341,,Yes
China,637600-637641,,Yes
China,637700-637792,,Yes
China,637800-637886,,Yes
China,638300-638312,,Yes
China,638400-638411,,Yes
China,638500-638517,,Yes
China,641200-641227,,Yes
China,642150-642171,,Yes
China,642450-642472,,Yes
China,643100-643119,,Yes
China,643200-643222,,Yes
China,644100-644106,,Yes
China,644200-644239,,Yes
China,644300-644311,,Yes
China,644400-644418,,Yes
China,644500-644505,,Yes
China,645150-645156,,Yes
China,645250-645265,,Yes
China,645350-645371,,Yes
China,646200-646212,,Yes
China,646400-646419,,Yes
China,646500-646525,,Yes
China,650400-650403,,Yes
China,650500-650503,,Yes
China,650600-650611,,Yes
China,651500-651517,,Yes
China,651700-651711,,Yes
China,652100-652115,,Yes
China,652200-652211,,Yes
China,652500-652502,,Yes
China,652600-652605,,Yes
China,652700-652706,,Yes
China,652800-652806,,Yes
China,653200-653207,,Yes
China,653300-653312,,Yes
China,653400-653411,,Yes
China,655400-655428,,Yes
China,655500-655510,,Yes
China,655600-655613,,Yes
China,655700-655708,,Yes
China,655800-655816,,Yes
China,657100-657111,,Yes
China,657200-657219,,Yes
China,657300-657313,,Yes
China,657400-657411,,Yes
China,657500-657509,,Yes
China,657600-657614,,Yes
China,657700-657704,,Yes
China,657800-657803,,Yes
China,657900-657911,,Yes
China,665100-665109,,Yes
China,665600-665628,,Yes
China,665700-665707,,Yes
China,665800-665809,,Yes
China,665900-665907,,Yes
China,666400-666411,,Yes
China,666500-666511,,Yes
China,678100-678114,,Yes
China,678200-678208,,Yes
China,678300-678315,,Yes
China,679100-679119,,Yes
China,710089,,Yes
China,710100-710118,,Yes
China,710200-710203,,Yes
China,710300-710312,,Yes
China,710400-710412,,Yes
China,710500-710523,,Yes
China,710600-710613,,Yes
China,713200-713212,,Yes
China,713300-713314,,Yes
China,713400-713415,,Yes
China,713500-713511,,Yes
China,713600-713605,,Yes
China,713700-713708,,Yes
China,713800-713813,,Yes
China,714100-714108,,Yes
China,714300-714302,,Yes
China,715100-715112,,Yes
China,715200-715211,,Yes
China,715300-715316,,Yes
China,715500-715517,,Yes
China,715600-715608,,Yes
China,715700-715709,,Yes
China,716100-716106,,Yes
China,716200-716206,,Yes
China,717100-717114,,Yes
China,717200-717211,,Yes
China,717300-717311,,Yes
China,717400-717408,,Yes
China,717500-717507,,Yes
China,717600-717611,,Yes
China,721100-721106,,Yes
China,721200-721208,,Yes
China,721400-721406,,Yes
China,721500-721505,,Yes
China,721600-721608,,Yes
China,721700,,Yes
China,722200-722207,,Yes
China,722300-722312,,Yes
China,722400-722407,,Yes
China,723100-723113,,Yes
China,723200-723215,,Yes
China,723300-723314,,Yes
China,723400-723407,,Yes
China,723500-723512,,Yes
China,723600-723613,,Yes
China,724100-724107,,Yes
China,724200-724215,,Yes
China,724300-724312,,Yes
China,724400-724409,,Yes
China,727100-727108,,Yes
China,727200-727204,,Yes
China,730100-730123,,Yes
China,730200-730210,,Yes
China,730300-730335,,Yes
China,730400-730409,,Yes
China,730600-730619,,Yes
China,730700-730734,,Yes
China,737200-737209,,Yes
China,741200-741212,,Yes
China,741300-741318,,Yes
China,741400-741416,,Yes
China,741500-741509,,Yes
China,741600-741619,,Yes
China,750100-750105,,Yes
China,750200-750206,,Yes
China,753400-753408,,Yes
China,753500-753501,,Yes
China,753600,,Yes
China,810100-810106,,Yes
China,810600-810602,,Yes
China,810700-810704,,Yes
China,811600-811607,,Yes
China,812100-812102,,Yes
China,813000-813500,,Yes
China,814000-814701,,Yes
China,815000-815500,,Yes
China,817000-817503,,Yes
China,831100-831907,,Yes
China,832000-832116,,Yes
China,832200-832217,,Yes
China,833000-833505,,Yes
China,835000-835815,,Yes
China,836000-836806,,Yes
China,838000-838207,,Yes
China,841000-841605,,Yes
China,841800-841904,,Yes
China,842000-842314,,Yes
China,843000-843821,,Yes
China,844000-844914,,Yes
China,848000-848015,,Yes
China,848100-848114,,Yes
China,All Other Points,,

Colombia,,AGUACHICA,Yes
Colombia,,ANSERMA                                           ,Yes
Colombia,,APARTADO,Yes
Colombia,,ARAUCA                                            ,Yes
Colombia,,BARANOA,Yes
Colombia,,BARBOSA                                           ,Yes
Colombia,,BARRANCABERMEJA,Yes
Colombia,,BOSCONIA,Yes
Colombia,,BUENAVENTURA                                     ,Yes
Colombia,,BUENAVISTA                                        ,Yes
Colombia,,BUGA LA GRANDE,Yes
Colombia,,CAICEDONIA                                        ,Yes
Colombia,,CAJAMARCA,Yes
Colombia,,CAJICA,Yes
Colombia,,CANDELARIA,Yes
Colombia,,CAQUEZA,Yes
Colombia,,CAREPA,Yes
Colombia,,CARTAGO                                           ,Yes
Colombia,,CAUCASIA,Yes
Colombia,,CERETE                                            ,Yes
Colombia,,CERRITO,Yes
Colombia,,CHIA                                              ,Yes
Colombia,,CHICORAL,Yes
Colombia,,CHIGORODO,Yes
Colombia,,CHINCHINA                                         ,Yes
Colombia,,CHINU,Yes
Colombia,,CHIPAQUE,Yes
Colombia,,CHIQUINQUIRA,Yes
Colombia,,CHOCONTA,Yes
Colombia,,CIENAGA                                           ,Yes
Colombia,,CIENAGA DE ORO,Yes
Colombia,,CIRCASIA,Yes
Colombia,,CODAZZI,Yes
Colombia,,COROZAL                                           ,Yes
Colombia,,COVE¥AS,Yes
Colombia,,DOS QUEBRADAS                                     ,Yes
Colombia,,DUITAMA,Yes
Colombia,,EL CARMEN                                         ,Yes
Colombia,,ESPINAL,Yes
Colombia,,FACATATIVA                                        ,Yes
Colombia,,FLANDES                                           ,Yes
Colombia,,FLORENCIA,Yes
Colombia,,FLORIDA,Yes
Colombia,,FUNDACION                                         ,Yes
Colombia,,FUNZA                                             ,Yes
Colombia,,GALAPA,Yes
Colombia,,GARZON                                            ,Yes
Colombia,,GIRON                                             ,Yes
Colombia,,GUACARI,Yes
Colombia,,GUADUAS,Yes
Colombia,,GUALANDAY,Yes
Colombia,,GUAMO,Yes
Colombia,,HONDA,Yes
Colombia,,IPIALES                                           ,Yes
Colombia,,LA DORADA                                         ,Yes
Colombia,,LA VICTORIA,Yes
Colombia,,LA VIRGINIA,Yes
Colombia,,LETICIA,Yes
Colombia,,LORICA                                            ,Yes
Colombia,,LOS PATIOS,Yes
Colombia,,MADRID                                            ,Yes
Colombia,,MAGANGUE                                          ,Yes
Colombia,,MAICAO,Yes
Colombia,,MALAGA,Yes
Colombia,,MALAMBO                                           ,Yes
Colombia,,MAMONAL                                           ,Yes
Colombia,,MARIQUITA                                         ,Yes
Colombia,,MELGAR,Yes
Colombia,,MONIQUIRA                                         ,Yes
Colombia,,MONTELIBANO,Yes
Colombia,,MOSQUERA,Yes
Colombia,,NATAGAIMA,Yes
Colombia,,OBANDO                                            ,Yes
Colombia,,OCANA,Yes
Colombia,,OIBA,Yes
Colombia,,PAIPA,Yes
Colombia,,PAMPLONA,Yes
Colombia,,PIEDECUESTA                                       ,Yes
Colombia,,PIENDAMO,Yes
Colombia,,PITALITO,Yes
Colombia,,PLANETA RICA,Yes
Colombia,,PUERTO TEJADA,Yes
Colombia,,PURIFICACION                                      ,Yes
Colombia,,QUIBDO                                            ,Yes
Colombia,,RIO SUCIO                                         ,Yes
Colombia,,ROLDANILLO,Yes
Colombia,,SABANA LARGA,Yes
Colombia,,SABANETA,Yes
Colombia,,SAHAGUN                                           ,Yes
Colombia,,SALDA¥A,Yes
Colombia,,SAN ALBERTO                                       ,Yes
Colombia,,SAN GIL,Yes
Colombia,,SANTA ROSA DE CABAL                               ,Yes
Colombia,,SASAIMA,Yes
Colombia,,SEVILLA,Yes
Colombia,,SIMIJACA,Yes
Colombia,,SOCORRO,Yes
Colombia,,SOGAMOSO,Yes
Colombia,,SOLEDAD,Yes
Colombia,,SUPIA,Yes
Colombia,,TIBITO,Yes
Colombia,,TOLU                                              ,Yes
Colombia,,TULUA,Yes
Colombia,,TUNJA,Yes
Colombia,,TUQUERRES                                         ,Yes
Colombia,,TURBO                                             ,Yes
Colombia,,TUTA,Yes
Colombia,,UBATE,Yes
Colombia,,VELEZ                                             ,Yes
Colombia,,VILLA DEL ROSARIO                                 ,Yes
Colombia,,VILLA MARIA                                       ,Yes
Colombia,,VILLAPINZON,Yes
Colombia,,VILLETA,Yes
Colombia,,YOPAL,Yes
Colombia,,ZARZAL,Yes
Colombia,,ZIPAQUIRA                                         ,Yes
Colombia,All Other Points,,

Croatia,00000-09999,,Yes
Croatia,10151-99999,,Yes
Croatia,All Other Points,,

Czech Republic,00000-09999,,Yes
Czech Republic,19999-99999,,Yes
Czech Republic,All Other Points,,

Denmark,3630,,Yes
Denmark,3700-3799,,Yes
Denmark,4230-4296,,Yes
Denmark,4340-4599,,Yes
Denmark,4720-4999,,Yes
Denmark,5290-5399,,Yes
Denmark,5600-5999,,Yes
Denmark,6240-6280,,Yes
Denmark,6330-6392,,Yes
Denmark,6800-6990,,Yes
Denmark,7600-7899,,Yes
Denmark,8400-8500,,Yes
Denmark,8543-8599,,Yes
Denmark,9492-9510,,Yes
Denmark,9540-9999,,Yes
Denmark,All Other Points,,

Dominican Republic,,ARENOSO,Yes
Dominican Republic,,AZUA,Yes
Dominican Republic,,AZUA DE COMPOSTELA,Yes
Dominican Republic,,BAHORUCO,Yes
Dominican Republic,,BANICA,Yes
Dominican Republic,,BARAHONA,Yes
Dominican Republic,,BAYAGUANA,Yes
Dominican Republic,,BOHECHIO,Yes
Dominican Republic,,CABRAL,Yes
Dominican Republic,,CABRERA,Yes
Dominican Republic,,CASTANUELAS,Yes
Dominican Republic,,CASTILLO,Yes
Dominican Republic,,CAYETANO GERMOSEN,Yes
Dominican Republic,,CEVICOS,Yes
Dominican Republic,,COMENDADOR,Yes
Dominican Republic,,COTUI,Yes
Dominican Republic,,DAJABON,Yes
Dominican Republic,,DON JUAN,Yes
Dominican Republic,,DUARTE,Yes
Dominican Republic,,DUVERGE,Yes
Dominican Republic,,EL CACAO,Yes
Dominican Republic,,EL CERCADO,Yes
Dominican Republic,,EL FACTOR,Yes
Dominican Republic,,EL GUAYABAL,Yes
Dominican Republic,,EL LLANO,Yes
Dominican Republic,,EL PENON,Yes
Dominican Republic,,EL PINO,Yes
Dominican Republic,,EL SEYBO,Yes
Dominican Republic,,EL VALLE,Yes
Dominican Republic,,ELIAS PINA,Yes
Dominican Republic,,ENRIQUILLO,Yes
Dominican Republic,,ESPAILLAT,Yes
Dominican Republic,,ESPERALVILLO,Yes
Dominican Republic,,ESTEBANIA,Yes
Dominican Republic,,FANTINO,Yes
Dominican Republic,,FUNDACION,Yes
Dominican Republic,,GALVAN,Yes
Dominican Republic,,GASPAR HERNANDEZ,Yes
Dominican Republic,,GUAYABAL,Yes
Dominican Republic,,GUAYUBIN,Yes
Dominican Republic,,HATO MAYOR,Yes
Dominican Republic,,HATO MAYOR DEL REY,Yes
Dominican Republic,,HONDO VALLE,Yes
Dominican Republic,,HOSTOS,Yes
Dominican Republic,,INDEPENDENCIA,Yes
Dominican Republic,,JAMAO AL NORTE,Yes
Dominican Republic,,JIMANI,Yes
Dominican Republic,,JOSE CONTRERAS,Yes
Dominican Republic,,JUAN DE HERRERA,Yes
Dominican Republic,,JUAN SANTIAGO,Yes
Dominican Republic,,LA ALTAGRACIA,Yes
Dominican Republic,,LA CIENAGA,Yes
Dominican Republic,,LA CUEVA,Yes
Dominican Republic,,LA DESCUBIERTA,Yes
Dominican Republic,,LA LAGUNA DE NISIBON,Yes
Dominican Republic,,LA MATA,Yes
Dominican Republic,,LA OTRA BANDA,Yes
Dominican Republic,,LAGUNA SALADA,Yes
Dominican Republic,,LAS CHARCAS,Yes
Dominican Republic,,LAS CUEVAS,Yes
Dominican Republic,,LAS GUARANAS,Yes
Dominican Republic,,LAS MATAS,Yes
Dominican Republic,,LAS MATAS DE STA CRUZ,Yes
Dominican Republic,,LAS MATAS DE FARFAN,Yes
Dominican Republic,,LAS SALINAS,Yes
Dominican Republic,,LAS TERRENAS,Yes
Dominican Republic,,LAS YAYAS VIAJAMA,Yes
Dominican Republic,,LOMA DE CABRERA,Yes
Dominican Republic,,LOS ALMACIGOS,Yes
Dominican Republic,,LOS CACAOS,Yes
Dominican Republic,,LOS RIOS,Yes
Dominican Republic,,MARIA TRINIDAD SANCHEZ,Yes
Dominican Republic,,MELLA,Yes
Dominican Republic,,MICHES,Yes
Dominican Republic,,MONCION,Yes
Dominican Republic,,MONTE CRISTI,Yes
Dominican Republic,,MONTE PLATA,Yes
Dominican Republic,,NAGUA,Yes
Dominican Republic,,NEIBA,Yes
Dominican Republic,,NEYBA,Yes
Dominican Republic,,NISIBON,Yes
Dominican Republic,,OTRA BANDA,Yes
Dominican Republic,,OVIEDO,Yes
Dominican Republic,,PADRE LAS CASAS,Yes
Dominican Republic,,PARAISO,Yes
Dominican Republic,,PARTIDO,Yes
Dominican Republic,,PEDERNALES,Yes
Dominican Republic,,PEDRO SANTANA,Yes
Dominican Republic,,PENON,Yes
Dominican Republic,,PEPILLO SALCEDO,Yes
Dominican Republic,,PERALTA,Yes
Dominican Republic,,PIEDRA BLANCA,Yes
Dominican Republic,,PIMENTEL,Yes
Dominican Republic,,POLO,Yes
Dominican Republic,,POSTER RIO,Yes
Dominican Republic,,PUEBLO VIEJO,Yes
Dominican Republic,,RANCHO ARRIBA,Yes
Dominican Republic,,RESTAURACION,Yes
Dominican Republic,,RIO SAN JUAN,Yes
Dominican Republic,,SABANA BUEY,Yes
Dominican Republic,,SABANA DE LA MAR,Yes
Dominican Republic,,SABANA GRANDE DE BOYA,Yes
Dominican Republic,,SABANA GRDE DE BOYA,Yes
Dominican Republic,,SABANA LARGA,Yes
Dominican Republic,,SABANA YEGUA,Yes
Dominican Republic,,SALCEDO,Yes
Dominican Republic,,SAMANA,Yes
Dominican Republic,,SAN FDO DE MONTE CRISTI,Yes
Dominican Republic,,SAN FERNANDO DE MONTE CRISTI,Yes
Dominican Republic,,SAN IGN DE SABANETA,Yes
Dominican Republic,,SAN IGNACIO DE SABANETA,Yes
Dominican Republic,,SAN IGNACIO SABANETA,Yes
Dominican Republic,,SAN JOSE DE OCOA,Yes
Dominican Republic,,SAN JUAN,Yes
Dominican Republic,,SAN JUAN DE MAGUANA,Yes
Dominican Republic,,SAN RAFAEL DEL YUMA,Yes
Dominican Republic,,SAN VICTOR,Yes
Dominican Republic,,SANCHEZ,Yes
Dominican Republic,,SANCHEZ RAMIREZ,Yes
Dominican Republic,,SANTA CRUZ DEL SEYBO,Yes
Dominican Republic,,SANTIAGO RODRIGUEZ,Yes
Dominican Republic,,STA BARBARA D SAMANA,Yes
Dominican Republic,,STA CRUZ DE BARAHONA,Yes
Dominican Republic,,TABARA ARRIBA,Yes
Dominican Republic,,TAMAYO,Yes
Dominican Republic,,TENARES,Yes
Dominican Republic,,UBILLA,Yes
Dominican Republic,,VALLEJUELO,Yes
Dominican Republic,,VALVERDE,Yes
Dominican Republic,,VICENTE NOBLE,Yes
Dominican Republic,,VILLA FUNDACION,Yes
Dominican Republic,,VILLA JARAGUA,Yes
Dominican Republic,,VILLA RIVA,Yes
Dominican Republic,,VILLA TAPIA,Yes
Dominican Republic,,VILLA VASQUEZ,Yes
Dominican Republic,,YAMASA,Yes
Dominican Republic,,YAYAS DE VIAJAMA,Yes
Dominican Republic,All Other Points,,

Ecuador,,ALAJUELA,Yes
Ecuador,,CANUTO,Yes
Ecuador,,CATAMAYO,Yes
Ecuador,,GUALAQUIZA,Yes
Ecuador,,JARAMIJO,Yes
Ecuador,,MACARA,Yes
Ecuador,,NABON ,Yes
Ecuador,,NUEVA LOJA,Yes
Ecuador,,PACOCHE,Yes
Ecuador,,PEDERNALES,Yes
Ecuador,,PICOAZA,Yes
Ecuador,,POSORJA,Yes
Ecuador,,SAN MATEO,Yes
Ecuador,,SAN PLACIDO,Yes
Ecuador,,SANTA ISABEL,Yes
Ecuador,,SUCRE,Yes
Ecuador,,ZAMORA,Yes
Ecuador,All Other Points,,

Finland,01100-01199,,Yes
Finland,01800-01999,,Yes
Finland,03000-04199,,Yes
Finland,04460-05450,,Yes
Finland,06460-07999,,Yes
Finland,08210-10200,,Yes
Finland,10240-10290,,Yes
Finland,10330-10640,,Yes
Finland,10670-10899,,Yes
Finland,12000-12999,,Yes
Finland,13610-14999,,Yes
Finland,16000-19999,,Yes
Finland,21130-21199,,Yes
Finland,25000-25999,,Yes
Finland,26830-27999,,Yes
Finland,28000-29990,,Yes
Finland,30000-32290,,Yes
Finland,32300-32999,,Yes
Finland,34000-36999,,Yes
Finland,37160-37499,,Yes
Finland,37700-39999,,Yes
Finland,40000-99999,,Yes
Finland,All Other Points,,

France,04000-04999,,Yes
France,05000-05999,,Yes
France,06260,,Yes
France,06380,,Yes
France,06390,,Yes
France,06420,,Yes
France,06430,,Yes
France,06440,,Yes
France,06450,,Yes
France,06460,,Yes
France,06470,,Yes
France,06540,,Yes
France,06620,,Yes
France,06660,,Yes
France,06710,,Yes
France,06750,,Yes
France,06790,,Yes
France,06830,,Yes
France,06850,,Yes
France,06910,,Yes
France,09000-09999,,Yes
France,11001-11099,,Yes
France,11101-11999,,Yes
France,12000-12999,,Yes
France,15000-15999,,Yes
France,17111,,Yes
France,17123,,Yes
France,17190,,Yes
France,17310,,Yes
France,17370,,Yes
France,17410,,Yes
France,17480,,Yes
France,17550,,Yes
France,17580,,Yes
France,17590,,Yes
France,17630,,Yes
France,17650,,Yes
France,17670,,Yes
France,17740,,Yes
France,17840,,Yes
France,17880,,Yes
France,17940,,Yes
France,20000-20999,,Yes
France,22870,,Yes
France,25160,,Yes
France,25190,,Yes
France,25240,,Yes
France,25370,,Yes
France,25380,,Yes
France,25430,,Yes
France,25470,,Yes
France,29242,,Yes
France,29253,,Yes
France,29259,,Yes
France,29980,,Yes
France,29990,,Yes
France,32000-32999,,Yes
France,38112,,Yes
France,38114,,Yes
France,38142,,Yes
France,38250,,Yes
France,38520,,Yes
France,38580,,Yes
France,38650,,Yes
France,38710,,Yes
France,38720,,Yes
France,38740,,Yes
